disability_group,age,state,district,supply_class,average_payment_annual,participant_count
Psychosocial disability,55 to 64,SA,Eastern Adelaide,Core,113000,79
Psychosocial disability,55 to 64,SA,Eyre and Western,Core,40000,14
Psychosocial disability,55 to 64,SA,Fleurieu and Kangaroo Island,Core,72000,11
Psychosocial disability,55 to 64,SA,Limestone Coast,Capacity Building,22000,14
Psychosocial disability,55 to 64,SA,Murray and Mallee,Capacity Building,37000,24
Psychosocial disability,55 to 64,SA,Murray and Mallee,Core,67000,19
Psychosocial disability,55 to 64,SA,Northern Adelaide,Capacity Building,60000,114
Psychosocial disability,55 to 64,SA,Northern Adelaide,Core,108000,138
Psychosocial disability,55 to 64,SA,Southern Adelaide,Capacity Building,50000,101
Psychosocial disability,55 to 64,SA,Southern Adelaide,Core,102000,86
Psychosocial disability,55 to 64,SA,Western Adelaide,Capacity Building,48000,72
Psychosocial disability,55 to 64,SA,Western Adelaide,Core,109000,55
Psychosocial disability,55 to 64,SA,Yorke and Mid North,Capacity Building,50000,20
Psychosocial disability,55 to 64,SA,Yorke and Mid North,Core,54000,17
Psychosocial disability,65+,SA,Eastern Adelaide,Capacity Building,51000,20
Psychosocial disability,65+,SA,Eastern Adelaide,Core,82000,17
Psychosocial disability,65+,SA,Northern Adelaide,Capacity Building,81000,28
Psychosocial disability,65+,SA,Northern Adelaide,Core,102000,29
Psychosocial disability,65+,SA,Southern Adelaide,Capacity Building,47000,23
Psychosocial disability,65+,SA,Southern Adelaide,Core,145000,26
Psychosocial disability,65+,SA,Western Adelaide,Core,90000,14
Spinal Cord Injury,35 to 44,SA,Northern Adelaide,Core,187000,18
Spinal Cord Injury,45 to 54,SA,Northern Adelaide,Core,100000,24
Spinal Cord Injury,45 to 54,SA,Southern Adelaide,Core,127000,12
Spinal Cord Injury,55 to 64,SA,Northern Adelaide,Capacity Building,55000,17
Spinal Cord Injury,55 to 64,SA,Northern Adelaide,Core,307000,26
Spinal Cord Injury,55 to 64,SA,Southern Adelaide,Core,159000,18
Stroke,45 to 54,SA,Northern Adelaide,Capacity Building,66000,20
Stroke,45 to 54,SA,Northern Adelaide,Core,206000,23
Stroke,55 to 64,SA,Eastern Adelaide,Core,210000,14
Stroke,55 to 64,SA,Northern Adelaide,Capacity Building,70000,30
Stroke,55 to 64,SA,Northern Adelaide,Core,183000,50
Stroke,55 to 64,SA,Southern Adelaide,Capacity Building,73000,19
Stroke,55 to 64,SA,Southern Adelaide,Core,114000,28
Stroke,55 to 64,SA,Western Adelaide,Core,149000,13
Stroke,65+,SA,Northern Adelaide,Capacity Building,69000,16
Stroke,65+,SA,Northern Adelaide,Core,187000,26
Visual Impairment,25 to 34,SA,Northern Adelaide,Core,33000,15
Visual Impairment,35 to 44,SA,Northern Adelaide,Core,24000,24
Visual Impairment,35 to 44,SA,Southern Adelaide,Core,55000,14
Visual Impairment,45 to 54,SA,Northern Adelaide,Capacity Building,51000,16
Visual Impairment,45 to 54,SA,Northern Adelaide,Core,44000,36
Visual Impairment,45 to 54,SA,Southern Adelaide,Core,27000,24
Visual Impairment,55 to 64,SA,Eastern Adelaide,Core,17000,13
Visual Impairment,55 to 64,SA,Northern Adelaide,Capacity Building,67000,19
Visual Impairment,55 to 64,SA,Northern Adelaide,Core,55000,40
Visual Impairment,55 to 64,SA,Southern Adelaide,Capacity Building,37000,17
Visual Impairment,55 to 64,SA,Southern Adelaide,Core,71000,21
Visual Impairment,55 to 64,SA,Western Adelaide,Core,30000,22
Visual Impairment,65+,SA,Northern Adelaide,Capacity Building,43000,16
Visual Impairment,65+,SA,Northern Adelaide,Core,45000,21
Visual Impairment,65+,SA,Southern Adelaide,Core,34000,15
Visual Impairment,7 to 14,SA,Northern Adelaide,Core,6000,18
ABI,45 to 54,TAS,TAS North,Capacity Building,123000,23
ABI,45 to 54,TAS,TAS North,Core,140000,28
ABI,45 to 54,TAS,TAS North West,Core,266000,11
ABI,45 to 54,TAS,TAS South East,Capacity Building,94000,11
ABI,45 to 54,TAS,TAS South East,Core,155000,13
ABI,45 to 54,TAS,TAS South West,Capacity Building,99000,18
ABI,45 to 54,TAS,TAS South West,Core,139000,20
ABI,55 to 64,TAS,TAS North,Capacity Building,89000,23
ABI,55 to 64,TAS,TAS North,Core,244000,18
ABI,55 to 64,TAS,TAS North West,Core,302000,16
ABI,55 to 64,TAS,TAS South East,Core,203000,13
ABI,55 to 64,TAS,TAS South West,Capacity Building,101000,24
ABI,55 to 64,TAS,TAS South West,Core,185000,15
Autism,0 to 6,TAS,TAS North,Capacity Building,27000,56
Autism,0 to 6,TAS,TAS North,Core,9000,66
Autism,0 to 6,TAS,TAS North West,Capacity Building,23000,43
Autism,0 to 6,TAS,TAS North West,Core,13000,32
Autism,0 to 6,TAS,TAS South East,Capacity Building,26000,48
Autism,0 to 6,TAS,TAS South East,Core,9000,60
Autism,0 to 6,TAS,TAS South West,Capacity Building,27000,47
Autism,0 to 6,TAS,TAS South West,Core,11000,51
Autism,15 to 18,TAS,TAS North,Capacity Building,23000,119
Autism,15 to 18,TAS,TAS North,Core,38000,66
Autism,15 to 18,TAS,TAS North West,Capacity Building,21000,96
Autism,15 to 18,TAS,TAS North West,Core,50000,56
Autism,15 to 18,TAS,TAS South East,Capacity Building,28000,82
Autism,15 to 18,TAS,TAS South East,Core,69000,48
Autism,15 to 18,TAS,TAS South West,Capacity Building,29000,124
Autism,15 to 18,TAS,TAS South West,Core,96000,49
Autism,19 to 24,TAS,TAS North,Capacity Building,55000,94
Autism,19 to 24,TAS,TAS North,Core,76000,89
Autism,19 to 24,TAS,TAS North West,Capacity Building,71000,62
Autism,19 to 24,TAS,TAS North West,Core,85000,84
Autism,19 to 24,TAS,TAS South East,Capacity Building,58000,66
Autism,19 to 24,TAS,TAS South East,Core,58000,53
Autism,19 to 24,TAS,TAS South West,Capacity Building,54000,77
Autism,19 to 24,TAS,TAS South West,Core,66000,58
Autism,25 to 34,TAS,TAS North,Capacity Building,70000,63
Autism,25 to 34,TAS,TAS North,Core,132000,53
Autism,25 to 34,TAS,TAS North West,Capacity Building,115000,38
Autism,25 to 34,TAS,TAS North West,Core,215000,32
Autism,25 to 34,TAS,TAS South East,Capacity Building,74000,27
Autism,25 to 34,TAS,TAS South East,Core,183000,27
Autism,25 to 34,TAS,TAS South West,Capacity Building,68000,47
Autism,25 to 34,TAS,TAS South West,Core,102000,53
Autism,35 to 44,TAS,TAS North West,Capacity Building,55000,14
Autism,35 to 44,TAS,TAS South West,Capacity Building,71000,17
Autism,45 to 54,TAS,TAS North,Capacity Building,85000,13
Autism,7 to 14,TAS,TAS North,Capacity Building,21000,306
Autism,7 to 14,TAS,TAS North,Core,28000,211
Autism,7 to 14,TAS,TAS North West,Capacity Building,20000,227
Autism,7 to 14,TAS,TAS North West,Core,23000,194
Autism,7 to 14,TAS,TAS South East,Capacity Building,21000,242
Autism,7 to 14,TAS,TAS South East,Core,25000,213
Autism,7 to 14,TAS,TAS South West,Capacity Building,23000,245
Autism,7 to 14,TAS,TAS South West,Core,24000,183
Cerebral Palsy,25 to 34,TAS,TAS North,Capacity Building,132000,14
Cerebral Palsy,25 to 34,TAS,TAS South West,Core,223000,11
Cerebral Palsy,35 to 44,TAS,TAS South West,Core,243000,12
Cerebral Palsy,7 to 14,TAS,TAS North,Capacity Building,36000,16
Cerebral Palsy,7 to 14,TAS,TAS South West,Capacity Building,38000,11
Developmental delay,0 to 6,TAS,TAS North,Capacity Building,16000,161
Developmental delay,0 to 6,TAS,TAS North,Core,4000,101
Developmental delay,0 to 6,TAS,TAS North West,Capacity Building,12000,98
Developmental delay,0 to 6,TAS,TAS North West,Core,5000,25
Developmental delay,0 to 6,TAS,TAS South East,Capacity Building,13000,155
Developmental delay,0 to 6,TAS,TAS South East,Core,4000,85
Developmental delay,0 to 6,TAS,TAS South West,Capacity Building,14000,122
Developmental delay,0 to 6,TAS,TAS South West,Core,3000,71
Developmental delay,7 to 14,TAS,TAS North,Capacity Building,20000,15
Developmental delay,7 to 14,TAS,TAS North,Core,5000,22
Down Syndrome,35 to 44,TAS,TAS South West,Core,116000,12
Global developmental delay,0 to 6,TAS,TAS North,Capacity Building,26000,30
Global developmental delay,0 to 6,TAS,TAS North,Core,7000,31
Global developmental delay,0 to 6,TAS,TAS North West,Capacity Building,18000,13
Global developmental delay,0 to 6,TAS,TAS South East,Capacity Building,18000,22
Global developmental delay,0 to 6,TAS,TAS South East,Core,10000,12
Global developmental delay,0 to 6,TAS,TAS South West,Capacity Building,31000,14
Global developmental delay,0 to 6,TAS,TAS South West,Core,7000,20
Global developmental delay,7 to 14,TAS,TAS North,Core,12000,12
Hearing Impairment,55 to 64,TAS,TAS South East,Core,7000,16
Hearing Impairment,7 to 14,TAS,TAS North,Core,5000,19
Intellectual Disability,15 to 18,TAS,TAS North,Capacity Building,33000,53
Intellectual Disability,15 to 18,TAS,TAS North,Core,68000,21
Intellectual Disability,15 to 18,TAS,TAS North West,Capacity Building,31000,53
Intellectual Disability,15 to 18,TAS,TAS North West,Core,135000,24
Intellectual Disability,15 to 18,TAS,TAS South East,Capacity Building,31000,43
Intellectual Disability,15 to 18,TAS,TAS South East,Core,38000,33
Intellectual Disability,15 to 18,TAS,TAS South West,Capacity Building,36000,41
Intellectual Disability,15 to 18,TAS,TAS South West,Core,60000,22
Intellectual Disability,19 to 24,TAS,TAS North,Capacity Building,53000,62
Intellectual Disability,19 to 24,TAS,TAS North,Core,89000,55
Intellectual Disability,19 to 24,TAS,TAS North West,Capacity Building,61000,51
Intellectual Disability,19 to 24,TAS,TAS North West,Core,59000,78
Intellectual Disability,19 to 24,TAS,TAS South East,Capacity Building,55000,48
Intellectual Disability,19 to 24,TAS,TAS South East,Core,65000,53
Intellectual Disability,19 to 24,TAS,TAS South West,Capacity Building,73000,64
Intellectual Disability,19 to 24,TAS,TAS South West,Core,141000,51
Intellectual Disability,25 to 34,TAS,TAS North,Capacity Building,65000,69
Intellectual Disability,25 to 34,TAS,TAS North,Core,143000,56
Intellectual Disability,25 to 34,TAS,TAS North West,Capacity Building,58000,60
Intellectual Disability,25 to 34,TAS,TAS North West,Core,100000,64
Intellectual Disability,25 to 34,TAS,TAS South East,Capacity Building,51000,47
Intellectual Disability,25 to 34,TAS,TAS South East,Core,123000,42
Intellectual Disability,25 to 34,TAS,TAS South West,Capacity Building,88000,60
Intellectual Disability,25 to 34,TAS,TAS South West,Core,158000,70
Intellectual Disability,35 to 44,TAS,TAS North,Capacity Building,113000,24
Intellectual Disability,35 to 44,TAS,TAS North,Core,135000,26
Intellectual Disability,35 to 44,TAS,TAS North West,Capacity Building,109000,26
Intellectual Disability,35 to 44,TAS,TAS North West,Core,102000,39
Intellectual Disability,35 to 44,TAS,TAS South East,Capacity Building,69000,28
Intellectual Disability,35 to 44,TAS,TAS South East,Core,85000,17
Intellectual Disability,35 to 44,TAS,TAS South West,Capacity Building,156000,29
Intellectual Disability,35 to 44,TAS,TAS South West,Core,157000,41
Intellectual Disability,45 to 54,TAS,TAS North,Capacity Building,104000,33
Intellectual Disability,45 to 54,TAS,TAS North,Core,193000,39
Intellectual Disability,45 to 54,TAS,TAS North West,Capacity Building,105000,26
Intellectual Disability,45 to 54,TAS,TAS North West,Core,182000,28
Intellectual Disability,45 to 54,TAS,TAS South East,Capacity Building,97000,18
Intellectual Disability,45 to 54,TAS,TAS South East,Core,123000,21
Intellectual Disability,45 to 54,TAS,TAS South West,Capacity Building,133000,31
Intellectual Disability,45 to 54,TAS,TAS South West,Core,170000,38
Intellectual Disability,55 to 64,TAS,TAS North,Capacity Building,102000,26
Intellectual Disability,55 to 64,TAS,TAS North,Core,223000,30
Intellectual Disability,55 to 64,TAS,TAS North West,Capacity Building,150000,23
Intellectual Disability,55 to 64,TAS,TAS North West,Core,192000,42
Intellectual Disability,55 to 64,TAS,TAS South East,Capacity Building,173000,20
Intellectual Disability,55 to 64,TAS,TAS South East,Core,198000,23
Intellectual Disability,55 to 64,TAS,TAS South West,Capacity Building,118000,29
Intellectual Disability,55 to 64,TAS,TAS South West,Core,245000,49
Intellectual Disability,7 to 14,TAS,TAS North,Capacity Building,24000,61
Intellectual Disability,7 to 14,TAS,TAS North,Core,44000,37
Intellectual Disability,7 to 14,TAS,TAS North West,Capacity Building,24000,62
Intellectual Disability,7 to 14,TAS,TAS North West,Core,38000,61
Intellectual Disability,7 to 14,TAS,TAS South East,Capacity Building,27000,74
Intellectual Disability,7 to 14,TAS,TAS South East,Core,41000,54
Intellectual Disability,7 to 14,TAS,TAS South West,Capacity Building,21000,48
Intellectual Disability,7 to 14,TAS,TAS South West,Core,16000,26
Multiple Sclerosis,45 to 54,TAS,TAS North,Core,100000,21
Multiple Sclerosis,45 to 54,TAS,TAS South East,Core,82000,15
Multiple Sclerosis,55 to 64,TAS,TAS North,Capacity Building,37000,16
Multiple Sclerosis,55 to 64,TAS,TAS North,Core,88000,25
Multiple Sclerosis,55 to 64,TAS,TAS North West,Capacity Building,56000,14
Multiple Sclerosis,55 to 64,TAS,TAS North West,Core,160000,20
Multiple Sclerosis,55 to 64,TAS,TAS South West,Core,82000,22
Other Neurological,25 to 34,TAS,TAS North,Capacity Building,49000,11
Other Neurological,45 to 54,TAS,TAS North,Core,193000,13
Other Neurological,45 to 54,TAS,TAS North West,Capacity Building,83000,13
Other Neurological,55 to 64,TAS,TAS North,Capacity Building,73000,29
Other Neurological,55 to 64,TAS,TAS North,Core,128000,35
Other Neurological,55 to 64,TAS,TAS North West,Capacity Building,94000,19
Other Neurological,55 to 64,TAS,TAS North West,Core,215000,15
Other Neurological,55 to 64,TAS,TAS South East,Core,78000,15
Other Neurological,55 to 64,TAS,TAS South West,Capacity Building,80000,15
Other Neurological,55 to 64,TAS,TAS South West,Core,219000,19
Other Neurological,65+,TAS,TAS North,Core,184000,12
Other Physical,55 to 64,TAS,TAS North,Capacity Building,46000,14
Other Physical,55 to 64,TAS,TAS North,Core,68000,21
Other Physical,55 to 64,TAS,TAS North West,Core,63000,18
Other Physical,55 to 64,TAS,TAS South East,Core,49000,22
Other Physical,55 to 64,TAS,TAS South West,Capacity Building,72000,11
Other Physical,55 to 64,TAS,TAS South West,Core,85000,17
Psychosocial disability,19 to 24,TAS,TAS South West,Capacity Building,51000,13
Psychosocial disability,25 to 34,TAS,TAS North,Capacity Building,49000,25
Psychosocial disability,25 to 34,TAS,TAS North,Core,80000,14
Psychosocial disability,25 to 34,TAS,TAS North West,Capacity Building,65000,19
Psychosocial disability,25 to 34,TAS,TAS North West,Core,49000,18
Psychosocial disability,25 to 34,TAS,TAS South East,Capacity Building,48000,16
Psychosocial disability,25 to 34,TAS,TAS South East,Core,54000,13
Psychosocial disability,25 to 34,TAS,TAS South West,Capacity Building,73000,39
Psychosocial disability,25 to 34,TAS,TAS South West,Core,122000,30
Psychosocial disability,35 to 44,TAS,TAS North,Capacity Building,57000,33
Psychosocial disability,35 to 44,TAS,TAS North,Core,73000,32
Psychosocial disability,35 to 44,TAS,TAS North West,Capacity Building,50000,22
Psychosocial disability,35 to 44,TAS,TAS North West,Core,88000,21
Psychosocial disability,35 to 44,TAS,TAS South East,Capacity Building,77000,24
Psychosocial disability,35 to 44,TAS,TAS South East,Core,81000,33
Psychosocial disability,35 to 44,TAS,TAS South West,Capacity Building,93000,35
Psychosocial disability,35 to 44,TAS,TAS South West,Core,111000,52
Psychosocial disability,45 to 54,TAS,TAS North,Capacity Building,54000,40
Psychosocial disability,45 to 54,TAS,TAS North,Core,91000,30
Psychosocial disability,45 to 54,TAS,TAS North West,Capacity Building,67000,17
Psychosocial disability,45 to 54,TAS,TAS North West,Core,86000,31
Psychosocial disability,45 to 54,TAS,TAS South East,Capacity Building,54000,25
Psychosocial disability,45 to 54,TAS,TAS South East,Core,62000,30
Psychosocial disability,45 to 54,TAS,TAS South West,Capacity Building,68000,49
Psychosocial disability,45 to 54,TAS,TAS South West,Core,101000,61
Psychosocial disability,55 to 64,TAS,TAS North,Capacity Building,63000,36
Psychosocial disability,55 to 64,TAS,TAS North,Core,96000,25
Psychosocial disability,55 to 64,TAS,TAS North West,Capacity Building,48000,29
Psychosocial disability,55 to 64,TAS,TAS North West,Core,74000,22
Psychosocial disability,55 to 64,TAS,TAS South East,Capacity Building,118000,19
Psychosocial disability,55 to 64,TAS,TAS South East,Core,69000,30
Psychosocial disability,55 to 64,TAS,TAS South West,Capacity Building,77000,35
Psychosocial disability,55 to 64,TAS,TAS South West,Core,145000,42
Visual Impairment,45 to 54,TAS,TAS South West,Core,54000,12
ABI,25 to 34,VIC,Bayside Peninsula,Capacity Building,131000,19
ABI,25 to 34,VIC,Bayside Peninsula,Core,132000,29
ABI,25 to 34,VIC,Brimbank Melton,Capacity Building,57000,20
ABI,25 to 34,VIC,North East Melbourne,Core,249000,11
ABI,25 to 34,VIC,Southern Melbourne,Capacity Building,93000,13
ABI,25 to 34,VIC,Southern Melbourne,Core,113000,22
ABI,25 to 34,VIC,Western Melbourne,Capacity Building,53000,29
ABI,25 to 34,VIC,Western Melbourne,Core,181000,15
ABI,35 to 44,VIC,Barwon,Capacity Building,73000,31
ABI,35 to 44,VIC,Barwon,Core,168000,17
ABI,35 to 44,VIC,Bayside Peninsula,Capacity Building,96000,31
ABI,35 to 44,VIC,Bayside Peninsula,Core,116000,44
ABI,35 to 44,VIC,Brimbank Melton,Capacity Building,119000,22
ABI,35 to 44,VIC,Brimbank Melton,Core,240000,24
ABI,35 to 44,VIC,Goulburn,Capacity Building,49000,11
